year,stateabbr,statedesc,countyname,countyfips,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,geolocation,locationid,categoryid,measureid,datavaluetypeid,short_question_text,:@computed_region_bxsw_vy29,:@computed_region_he4y_prf8
2020,AZ,Arizona,Maricopa,04013,04013071903,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,70.1,69.4,70.8,6306,"{'type': 'Point', 'coordinates': [-112.2115057, 33.58878786]}",04013071903,PREVENT,CHECKUP,CrdPrv,Annual Checkup,7,989
2020,AZ,Arizona,Maricopa,04013,04013071906,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,31.2,30.2,32.1,5816,"{'type': 'Point', 'coordinates': [-112.2462008, 33.57382652]}",04013071906,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013082009,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,71.6,68.6,74.8,4668,"{'type': 'Point', 'coordinates': [-112.2508251, 33.4869664]}",04013082009,PREVENT,MAMMOUSE,CrdPrv,Mammography,7,989
2020,AZ,Arizona,Maricopa,04013,04013082028,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,14.7,14.2,15.3,4214,"{'type': 'Point', 'coordinates': [-112.2466469, 33.46878452]}",04013082028,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,7,989
2020,AZ,Arizona,Maricopa,04013,04013082205,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.6,14.7,18.4,5124,"{'type': 'Point', 'coordinates': [-112.2469305, 33.42927654]}",04013082205,RISKBEH,CSMOKING,CrdPrv,Current Smoking,7,989
2020,AZ,Arizona,Maricopa,04013,04013082208,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,17.0,16.4,17.6,2891,"{'type': 'Point', 'coordinates': [-112.3293835, 33.40065902]}",04013082208,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,7,989
2020,AZ,Arizona,Maricopa,04013,04013092305,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.9,32.7,34.8,3667,"{'type': 'Point', 'coordinates': [-112.1945466, 33.57460243]}",04013092305,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013092719,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,29.5,28.8,30.2,4277,"{'type': 'Point', 'coordinates': [-112.2811392, 33.51541599]}",04013092719,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013092723,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.0,1.8,2.2,4114,"{'type': 'Point', 'coordinates': [-112.2983617, 33.55825445]}",04013092723,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013093106,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.3,36.4,38.1,4068,"{'type': 'Point', 'coordinates': [-112.1947291, 33.51308941]}",04013093106,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013093200,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.9,71.1,74.4,3355,"{'type': 'Point', 'coordinates': [-112.2203732, 33.5596084]}",04013093200,PREVENT,MAMMOUSE,CrdPrv,Mammography,7,989
2020,AZ,Arizona,Maricopa,04013,04013103220,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.5,24.2,26.8,2994,"{'type': 'Point', 'coordinates': [-111.9348382, 33.61750537]}",04013103220,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013103304,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.5,2.3,2.7,4674,"{'type': 'Point', 'coordinates': [-112.0166906, 33.63352294]}",04013103304,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013103400,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.3,2.0,2.6,4656,"{'type': 'Point', 'coordinates': [-112.0044906, 33.60473178]}",04013103400,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013103607,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.3,2.0,2.7,4496,"{'type': 'Point', 'coordinates': [-112.0413247, 33.61802328]}",04013103607,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013103611,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27.5,26.1,28.9,5121,"{'type': 'Point', 'coordinates': [-112.0563635, 33.62661063]}",04013103611,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AL,Alabama,Tuscaloosa,01125,01125010703,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,19.7,19.1,20.2,2686,"{'type': 'Point', 'coordinates': [-87.24745552, 33.18322671]}",01125010703,RISKBEH,BINGE,CrdPrv,Binge Drinking,29,1639
2020,AZ,Arizona,Maricopa,04013,04013104212,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.1,1.9,2.4,6174,"{'type': 'Point', 'coordinates': [-112.1425967, 33.60359725]}",04013104212,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AK,Alaska,Kenai Peninsula,02122,02122001300,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,17.5,16.6,18.5,4772,"{'type': 'Point', 'coordinates': [-149.6087124, 59.97556911]}",02122001300,HLTHOUT,DEPRESSION,CrdPrv,Depression,51,110
2020,AK,Alaska,Anchorage,02020,02020001731,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,17.7,16.9,18.5,5823,"{'type': 'Point', 'coordinates': [-149.7334344, 61.20228979]}",02020001731,HLTHOUT,DEPRESSION,CrdPrv,Depression,51,1669
2020,AZ,Arizona,Gila,04007,04007000100,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.0,13.7,18.6,2949,"{'type': 'Point', 'coordinates': [-111.5253637, 34.34295819]}",04007000100,RISKBEH,CSMOKING,CrdPrv,Current Smoking,7,987
2020,AZ,Arizona,Maricopa,04013,04013104501,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.8,39.6,41.8,3697,"{'type': 'Point', 'coordinates': [-112.0912976, 33.57115189]}",04013104501,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,FL,Florida,Hillsborough,12057,12057012211,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.5,34.1,36.8,2688,"{'type': 'Point', 'coordinates': [-82.345552, 27.95896085]}",12057012211,HLTHOUT,OBESITY,CrdPrv,Obesity,30,1107
2020,AK,Alaska,Anchorage,02020,02020002813,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.4,6.1,9.2,4579,"{'type': 'Point', 'coordinates': [-149.6406343, 61.12196034]}",02020002813,PREVENT,ACCESS2,CrdPrv,Health Insurance,51,1669
2020,AZ,Arizona,Maricopa,04013,04013105004,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.7,2.3,3.2,3114,"{'type': 'Point', 'coordinates': [-111.9536103, 33.54427225]}",04013105004,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013105101,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,17.2,16.2,18.3,4417,"{'type': 'Point', 'coordinates': [-111.9966869, 33.57425964]}",04013105101,HLTHOUT,DEPRESSION,CrdPrv,Depression,7,989
2020,AZ,Arizona,Maricopa,04013,04013105103,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.7,24.1,27.2,3017,"{'type': 'Point', 'coordinates': [-111.9907043, 33.53563873]}",04013105103,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013105200,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.8,18.8,20.8,5819,"{'type': 'Point', 'coordinates': [-112.0517283, 33.56147519]}",04013105200,HLTHOUT,DEPRESSION,CrdPrv,Depression,7,989
2020,AZ,Arizona,Maricopa,04013,04013105701,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.1,2.8,3.5,3426,"{'type': 'Point', 'coordinates': [-112.1472436, 33.56031328]}",04013105701,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013106003,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.9,34.9,36.9,3175,"{'type': 'Point', 'coordinates': [-112.1059318, 33.5422509]}",04013106003,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2019,AZ,Arizona,Maricopa,04013,04013106400,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.2,29.9,32.6,2732,"{'type': 'Point', 'coordinates': [-112.0387141, 33.53085884]}",04013106400,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,7,989
2020,AL,Alabama,Walker,01127,01127021600,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.4,17.5,19.3,1484,"{'type': 'Point', 'coordinates': [-87.14112167, 33.64628853]}",01127021600,HLTHSTAT,MHLTH,CrdPrv,Mental Health,29,1640
2020,AZ,Arizona,Maricopa,04013,04013106703,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,24.1,23.1,25.1,2029,"{'type': 'Point', 'coordinates': [-112.0910511, 33.52762086]}",04013106703,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,7,989
2020,AZ,Arizona,Maricopa,04013,04013106802,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.8,3.4,4.4,3248,"{'type': 'Point', 'coordinates': [-112.1059495, 33.53139209]}",04013106802,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2019,AL,Alabama,Walker,01127,01127020600,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,44.2,43.3,45.0,2497,"{'type': 'Point', 'coordinates': [-87.18375149, 33.81057224]}",01127020600,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,29,1640
2020,AZ,Arizona,Maricopa,04013,04013107500,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,26.2,25.3,27.1,3337,"{'type': 'Point', 'coordinates': [-112.0737223, 33.51655161]}",04013107500,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013107700,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.0,1.7,2.3,3797,"{'type': 'Point', 'coordinates': [-112.0387917, 33.51659214]}",04013107700,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013108000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.9,1.7,2.1,3467,"{'type': 'Point', 'coordinates': [-111.9592905, 33.49674665]}",04013108000,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013108301,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.1,1.8,2.4,3405,"{'type': 'Point', 'coordinates': [-112.0047527, 33.50894875]}",04013108301,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,FL,Florida,Lake,12069,12069030105,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.8,3.4,4.2,8804,"{'type': 'Point', 'coordinates': [-81.67119851, 28.92547837]}",12069030105,HLTHOUT,STROKE,CrdPrv,Stroke,30,1112
2020,AZ,Arizona,Maricopa,04013,04013108602,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.5,33.4,35.5,4530,"{'type': 'Point', 'coordinates': [-112.0550088, 33.50396439]}",04013108602,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2019,AL,Alabama,Walker,01127,01127020300,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.4,78.7,80.1,7049,"{'type': 'Point', 'coordinates': [-87.25541716, 33.87240131]}",01127020300,PREVENT,BPMED,CrdPrv,Taking BP Medication,29,1640
2019,AK,Alaska,Matanuska-Susitna,02170,02170001201,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,30.9,30.0,31.8,5142,"{'type': 'Point', 'coordinates': [-149.1138518, 61.58086657]}",02170001201,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,51,1707
2020,AZ,Arizona,Maricopa,04013,04013109603,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.6,35.6,37.5,4450,"{'type': 'Point', 'coordinates': [-112.2250283, 33.50157141]}",04013109603,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013082210,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,3.3,3.1,3.5,4633,"{'type': 'Point', 'coordinates': [-112.2988641, 33.42394536]}",04013082210,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,7,989
2020,AL,Alabama,Walker,01127,01127021800,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,81.6,80.3,82.9,3709,"{'type': 'Point', 'coordinates': [-87.05487744, 33.78341727]}",01127021800,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,29,1640
2020,AL,Alabama,Tuscaloosa,01125,01125010302,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.9,7.4,8.4,3721,"{'type': 'Point', 'coordinates': [-87.7302718, 33.20389722]}",01125010302,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,29,1639
2020,AZ,Arizona,Maricopa,04013,04013082007,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.3,34.2,36.3,4077,"{'type': 'Point', 'coordinates': [-112.2507278, 33.50152116]}",04013082007,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013111502,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.9,35.9,37.9,6524,"{'type': 'Point', 'coordinates': [-112.0202154, 33.47466275]}",04013111502,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013111602,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.8,37.6,39.9,5055,"{'type': 'Point', 'coordinates': [-112.0432948, 33.4730347]}",04013111602,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013111900,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.4,2.1,2.8,2238,"{'type': 'Point', 'coordinates': [-112.0914243, 33.47312564]}",04013111900,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013112505,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.5,2.3,2.7,8369,"{'type': 'Point', 'coordinates': [-112.1949212, 33.45871133]}",04013112505,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013092715,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,16.0,15.4,16.5,4037,"{'type': 'Point', 'coordinates': [-112.2117545, 33.52003129]}",04013092715,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,7,989
2020,AZ,Arizona,Apache,04001,04001942700,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,25.5,24.8,26.2,5628,"{'type': 'Point', 'coordinates': [-109.3663971, 36.75288531]}",04001942700,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,7,985
2020,AZ,Arizona,Maricopa,04013,04013113501,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.0,2.8,3.3,4416,"{'type': 'Point', 'coordinates': [-112.0216029, 33.46216199]}",04013113501,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013115500,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.2,38.2,40.2,3699,"{'type': 'Point', 'coordinates': [-112.1421749, 33.39923336]}",04013115500,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013115801,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.6,3.3,3.9,3862,"{'type': 'Point', 'coordinates': [-112.0689908, 33.39947121]}",04013115801,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013116000,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.1,37.1,39.0,5558,"{'type': 'Point', 'coordinates': [-112.0386067, 33.3998808]}",04013116000,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013116607,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.9,1.7,2.0,2526,"{'type': 'Point', 'coordinates': [-112.1249636, 33.39942877]}",04013116607,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013116714,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,17.5,16.3,18.7,3295,"{'type': 'Point', 'coordinates': [-112.0237893, 33.29821074]}",04013116714,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,7,989
2020,AZ,Arizona,Apache,04001,04001970501,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.8,8.7,15.5,5081,"{'type': 'Point', 'coordinates': [-109.2838706, 34.11447724]}",04001970501,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,7,985
2020,AK,Alaska,Nome,02180,02180000100,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.4,4.4,4.5,5725,"{'type': 'Point', 'coordinates': [-163.9147742, 64.90626191]}",02180000100,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),51,114
2020,AZ,Arizona,Maricopa,04013,04013216807,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.5,24.1,26.8,4911,"{'type': 'Point', 'coordinates': [-111.8961221, 33.57134497]}",04013216807,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013061017,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,1.5,1.4,1.7,3496,"{'type': 'Point', 'coordinates': [-112.4380996, 33.47113447]}",04013061017,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,7,989
2020,AZ,Arizona,Maricopa,04013,04013216833,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.6,14.3,15.0,4498,"{'type': 'Point', 'coordinates': [-111.8521492, 33.57361602]}",04013216833,RISKBEH,BINGE,CrdPrv,Binge Drinking,7,989
2020,AZ,Arizona,Maricopa,04013,04013216841,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.2,23.9,26.6,3056,"{'type': 'Point', 'coordinates': [-111.9079946, 33.69144144]}",04013216841,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013216844,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,24.3,23.1,25.7,2965,"{'type': 'Point', 'coordinates': [-111.9047622, 33.66322108]}",04013216844,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013216850,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,6.4,3.8,9.8,4168,"{'type': 'Point', 'coordinates': [-111.8827064, 33.62449713]}",04013216850,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,7,989
2020,AZ,Arizona,Maricopa,04013,04013216902,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,26.2,24.8,27.6,3930,"{'type': 'Point', 'coordinates': [-111.9000896, 33.5311893]}",04013216902,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013217300,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,24.6,23.5,25.9,2755,"{'type': 'Point', 'coordinates': [-111.935839, 33.50194341]}",04013217300,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013218000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.4,2.1,2.6,5388,"{'type': 'Point', 'coordinates': [-111.9348611, 33.47297606]}",04013218000,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013318501,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,30.7,29.6,31.8,3200,"{'type': 'Point', 'coordinates': [-111.9346658, 33.45523174]}",04013318501,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013318700,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,22.6,20.1,24.6,2675,"{'type': 'Point', 'coordinates': [-111.9349287, 33.42872695]}",04013318700,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013319000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,0.8,0.7,0.9,9107,"{'type': 'Point', 'coordinates': [-111.9349106, 33.41469937]}",04013319000,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013319103,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.1,1.0,1.3,4504,"{'type': 'Point', 'coordinates': [-111.9161811, 33.41902438]}",04013319103,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013319104,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27.1,26.0,28.2,5102,"{'type': 'Point', 'coordinates': [-111.9176613, 33.41120633]}",04013319104,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013319202,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.9,1.7,2.0,3232,"{'type': 'Point', 'coordinates': [-111.9002572, 33.4111752]}",04013319202,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013319300,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.1,2.9,3.5,2420,"{'type': 'Point', 'coordinates': [-111.8867471, 33.41707003]}",04013319300,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013319905,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,18.7,17.7,19.7,4790,"{'type': 'Point', 'coordinates': [-111.919855, 33.35649298]}",04013319905,HLTHOUT,DEPRESSION,CrdPrv,Depression,7,989
2020,AK,Alaska,Fairbanks North Star,02090,02090001400,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,67.2,62.3,71.9,7357,"{'type': 'Point', 'coordinates': [-147.4767289, 64.79094069]}",02090001400,PREVENT,MAMMOUSE,CrdPrv,Mammography,51,1673
2020,AZ,Arizona,Maricopa,04013,04013320001,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,11.3,10.8,11.7,7023,"{'type': 'Point', 'coordinates': [-111.9572206, 33.35519239]}",04013320001,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,7,989
2020,AK,Alaska,Kenai Peninsula,02122,02122000800,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.6,6.7,8.5,3724,"{'type': 'Point', 'coordinates': [-151.4627663, 59.94353019]}",02122000800,HLTHOUT,COPD,CrdPrv,COPD,51,110
2020,AL,Alabama,Tuscaloosa,01125,01125010303,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.9,84.6,87.1,3043,"{'type': 'Point', 'coordinates': [-87.72719181, 33.08198002]}",01125010303,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,29,1639
2020,AZ,Arizona,Maricopa,04013,04013092724,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,69.8,65.8,73.4,3472,"{'type': 'Point', 'coordinates': [-112.2815414, 33.5581722]}",04013092724,PREVENT,MAMMOUSE,CrdPrv,Mammography,7,989
2019,AL,Alabama,Tuscaloosa,01125,01125010303,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.7,89.6,89.9,3043,"{'type': 'Point', 'coordinates': [-87.72719181, 33.08198002]}",01125010303,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,29,1639
2020,AZ,Arizona,Graham,04009,04009961400,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.7,2.4,3.0,4947,"{'type': 'Point', 'coordinates': [-109.7193029, 32.81411393]}",04009961400,HLTHOUT,STROKE,CrdPrv,Stroke,7,6
2020,AZ,Arizona,Maricopa,04013,04013420301,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.3,2.0,2.6,2224,"{'type': 'Point', 'coordinates': [-111.7954179, 33.45643619]}",04013420301,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AZ,Arizona,Maricopa,04013,04013420402,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,26.6,25.5,27.6,1625,"{'type': 'Point', 'coordinates': [-111.7799668, 33.47184069]}",04013420402,HLTHOUT,OBESITY,CrdPrv,Obesity,7,989
2020,AZ,Arizona,Maricopa,04013,04013420501,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.6,9.0,10.1,6278,"{'type': 'Point', 'coordinates': [-111.8311588, 33.44416894]}",04013420501,HLTHOUT,DIABETES,CrdPrv,Diabetes,7,989
2020,AZ,Arizona,Maricopa,04013,04013420706,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.2,1.9,2.4,4300,"{'type': 'Point', 'coordinates': [-111.7449912, 33.43003719]}",04013420706,HLTHOUT,STROKE,CrdPrv,Stroke,7,989
2020,AL,Alabama,Tuscaloosa,01125,01125010102,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.2,6.4,8.2,3083,"{'type': 'Point', 'coordinates': [-87.46343254, 33.46445]}",01125010102,HLTHOUT,COPD,CrdPrv,COPD,29,1639
